food_id,meal_name,base_name,meal_type,category,cuisine,portion_profile,ingredients,variant_addons,allergens,condition_flags,cross_contamination_risks,cultural_flags,fodmap_level,acidity_level,glycemic_index,nutrition_source,nutrition_source_ids,nutrition_source_ingredients,nutrition_source_unmapped_ingredients,nutrition_source_fdc_ids,clinical_rule_sources,source_rule_matches,allergen_rule_source,source_confidence,source_note,vegetarian,vegan,pescatarian,contains_dairy,contains_gluten,contains_tree_nuts,contains_peanuts,contains_shellfish,contains_soy,contains_sesame,contains_eggs,contains_pork,contains_beef,contains_meat,contains_fish,contains_honey,calories,protein_g,carbs_g,fat_g,fiber_g,iron_mg,calcium_mg,vitamin_b12_mcg,vitamin_d_mcg,zinc_mg,potassium_mg,magnesium_mg,sodium_mg,omega3_g,dedup_signature
NUTRI-00011,Low FODMAP tofu rice bowl - clinic clinic standard variant 11,Low FODMAP tofu rice bowl,Lunch,rice bowl,Japanese,clinic standard (0.94x),firm tofu; white rice; carrot; zucchini; ginger; chia; flax; soy sauce,"chia flax mix, soy sauce glaze",soy,high sodium,,,low,low,50.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-4BEE485A93; USDA-REF-B0318FD453; USDA-REF-D8BFAD4B74; USDA-REF-3A8F2CA363; USDA-REF-92119E2C63; FDC:2710819; USDA-REF-031AD55DEB; USDA-REF-731669EE1D,firm tofu->firm tofu (USDA-REF-4BEE485A93; offline_reference_used_after_api_http_error_429); white rice->white rice (USDA-REF-B0318FD453; offline_reference_used_after_api_http_error_429); carrot->carrot (USDA-REF-D8BFAD4B74; offline_reference_used_after_api_http_error_429); zucchini->zucchini (USDA-REF-3A8F2CA363; offline_reference_used_after_api_http_error_429); ginger->ginger (USDA-REF-92119E2C63; offline_reference_used_after_api_http_error_429); chia->chia (FDC:2710819; api_match); flax->flax (USDA-REF-031AD55DEB; offline_reference_used_after_api_http_error_429); soy sauce->soy sauce (USDA-REF-731669EE1D; offline_reference_used_after_api_http_error_429),,FDC:2710819,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,DASH:sodium meal cap; FDA allergen:soy; FODMAP:firm tofu=low; FODMAP:rice=low; GI:white rice=higher,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,686.2,32.9,81.78,24.44,13.16,6.956,549.9,0.752,4.7,4.042,1015.2,225.6,1057.5,2.82,b72282b6e87cb657
NUTRI-00012,Grilled chicken quinoa bowl - comfort balanced variant 12,Grilled chicken quinoa bowl,Lunch,protein bowl,Mediterranean,balanced (1.00x),chicken; quinoa; cucumber; spinach; olive oil; blueberries; fortified oat milk,"blueberry side, spinach, fortified oat milk",,,,,low,low,45.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-CEF7E59218; FDC:168917; USDA-REF-868D099240; FDC:2709614; USDA-REF-6AA3C4572C; FDC:2709275; FDC:173904,chicken->chicken (USDA-REF-CEF7E59218; offline_reference_used_after_api_http_error_429); quinoa->quinoa (FDC:168917; api_match); cucumber->cucumber (USDA-REF-868D099240; offline_reference_used_after_api_http_error_429); spinach->spinach (FDC:2709614; api_match); olive oil->olive oil (USDA-REF-6AA3C4572C; offline_reference_used_after_api_http_error_429); blueberries->blueberries (FDC:2709275; api_match); fortified oat milk->fortified oat milk (FDC:173904; api_match),,FDC:168917; FDC:2709614; FDC:2709275; FDC:173904,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FODMAP:quinoa=low; GI:quinoa=low/medium,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,795.0,49.0,91.0,26.0,15.0,6.2,468.0,1.8,6.2,4.4,1385.0,243.0,487.0,0.3,685b38861fea7e9c
NUTRI-00013,Salmon quinoa greens plate - garden fiber focus variant 13,Salmon quinoa greens plate,Lunch,fish plate,Mediterranean,fiber focus (1.03x),salmon; quinoa; spinach; cucumber; nutritional yeast,nutritional yeast,,,,,low,low,44.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-4FFCF321C7; FDC:168917; FDC:2709614; USDA-REF-868D099240; USDA-REF-F1FD05F9B3,salmon->salmon (USDA-REF-4FFCF321C7; offline_reference_used_after_api_http_error_429); quinoa->quinoa (FDC:168917; api_match); spinach->spinach (FDC:2709614; api_match); cucumber->cucumber (USDA-REF-868D099240; offline_reference_used_after_api_http_error_429); nutritional yeast->nutritional yeast (USDA-REF-F1FD05F9B3; offline_reference_used_after_api_http_error_429),,FDC:168917; FDC:2709614,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FDA allergen:fish; FODMAP:quinoa=low; GI:quinoa=low/medium,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,741.6,49.44,64.89,31.93,11.33,4.944,206.0,7.416,12.36,3.914,1236.0,211.15,365.65,3.193,751beb39855fcbe1
NUTRI-00014,Lentil quinoa power bowl - herb light variant 14,Lentil quinoa power bowl,Lunch,legume bowl,Middle Eastern,light (0.84x),lentils; quinoa; kale; tahini; fortified oat milk; avocado,"fortified oat milk, avocado",sesame,,,,medium,low,39.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-90F3FF575D; FDC:168917; USDA-REF-17BFAB9228; USDA-REF-210987CA1F; FDC:173904; USDA-REF-FDB7388828,lentils->lentils (USDA-REF-90F3FF575D; offline_reference_used_after_api_http_error_429); quinoa->quinoa (FDC:168917; api_match); kale->kale (USDA-REF-17BFAB9228; offline_reference_used_after_api_http_error_429); tahini->tahini (USDA-REF-210987CA1F; offline_reference_used_after_api_http_error_429); fortified oat milk->fortified oat milk (FDC:173904; api_match); avocado->avocado (USDA-REF-FDB7388828; offline_reference_used_after_api_http_error_429),,FDC:168917; FDC:173904,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FDA allergen:sesame; FODMAP:lentils=medium; FODMAP:quinoa=low; GI:lentils=low; GI:quinoa=low/medium,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,693.0,27.72,84.0,27.72,21.0,6.972,420.0,1.008,5.04,4.62,1381.8,235.2,357.0,0.336,d433969d09a8b0df
NUTRI-00015,Chickpea cucumber millet salad - market high energy variant 15,Chickpea cucumber millet salad,Lunch,legume salad,Mediterranean,high energy (1.12x),chickpeas; millet; cucumber; parsley; chia; flax; blueberries; spinach,"chia flax mix, blueberry side, spinach",,,,,medium,low,42.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-DB1D0A87E8; USDA-REF-7275CFFBBC; USDA-REF-868D099240; USDA-REF-62021EC709; FDC:2710819; USDA-REF-031AD55DEB; FDC:2709275; FDC:2709614,chickpeas->chickpeas (USDA-REF-DB1D0A87E8; offline_reference_used_after_api_http_error_429); millet->millet (USDA-REF-7275CFFBBC; offline_reference_used_after_api_http_error_429); cucumber->cucumber (USDA-REF-868D099240; offline_reference_used_after_api_http_error_429); parsley->parsley (USDA-REF-62021EC709; offline_reference_used_after_api_http_error_429); chia->chia (FDC:2710819; api_match); flax->flax (USDA-REF-031AD55DEB; offline_reference_used_after_api_http_error_429); blueberries->blueberries (FDC:2709275; api_match); spinach->spinach (FDC:2709614; api_match),,FDC:2710819; FDC:2709275; FDC:2709614,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FODMAP:chickpeas=medium,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,862.4,32.48,120.96,28.0,31.36,9.968,367.36,0.0,0.0,5.712,1517.6,333.76,371.84,2.688,eb0ea65b63371eb3
NUTRI-00016,Turkey lettuce rice bowl - weeknight low volume variant 16,Turkey lettuce rice bowl,Lunch,protein bowl,American,low volume (0.82x),turkey; brown rice; lettuce; carrot; fortified oat milk,fortified oat milk,,,,,low,low,48.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-5009C8E190; FDC:2512380; USDA-REF-52A7C2B11B; USDA-REF-D8BFAD4B74; FDC:173904,turkey->turkey (USDA-REF-5009C8E190; offline_reference_used_after_api_http_error_429); brown rice->brown rice (FDC:2512380; api_match); lettuce->lettuce (USDA-REF-52A7C2B11B; offline_reference_used_after_api_http_error_429); carrot->carrot (USDA-REF-D8BFAD4B74; offline_reference_used_after_api_http_error_429); fortified oat milk->fortified oat milk (FDC:173904; api_match),,FDC:2512380; FDC:173904,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FODMAP:rice=low,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,557.6,36.08,61.5,16.4,6.56,2.952,311.6,1.968,5.084,3.69,828.2,123.0,393.6,0.082,dc24f089c018fa13
NUTRI-00017,Shrimp brown rice bowl - training steady variant 17,Shrimp brown rice bowl,Lunch,seafood bowl,Thai,steady (0.96x),shrimp; brown rice; bok choy; ginger; spinach; fortified oat milk,"spinach, fortified oat milk",shellfish,,,,low,low,49.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-28AB915BBC; FDC:2512380; USDA-REF-7CBD46EDC9; USDA-REF-92119E2C63; FDC:2709614; FDC:173904,shrimp->shrimp (USDA-REF-28AB915BBC; offline_reference_used_after_api_http_error_429); brown rice->brown rice (FDC:2512380; api_match); bok choy->bok choy (USDA-REF-7CBD46EDC9; offline_reference_used_after_api_http_error_429); ginger->ginger (USDA-REF-92119E2C63; offline_reference_used_after_api_http_error_429); spinach->spinach (FDC:2709614; api_match); fortified oat milk->fortified oat milk (FDC:173904; api_match),,FDC:2512380; FDC:2709614; FDC:173904,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FDA allergen:shellfish; FODMAP:rice=low,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,648.0,41.28,77.76,16.32,9.6,4.128,441.6,2.88,6.144,3.168,1065.6,163.2,609.6,0.576,d8bfd93d5d1992c0
NUTRI-00018,Vegetable rice noodle bowl - balanced compact variant 18,Vegetable rice noodle bowl,Lunch,noodle bowl,Vietnamese,compact (0.88x),rice noodles; tofu-free vegetables; cucumber; mint; parsley; dill; olive oil; chia; flax; blueberries,"low sodium herb sauce, chia flax mix, blueberry side",,,gluten,,low,low,52.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-2F62AB51B8; USDA-REF-52F2C7C455; USDA-REF-868D099240; USDA-REF-16D0D8EDEA; USDA-REF-62021EC709; USDA-REF-AF2532AAF7; USDA-REF-6AA3C4572C; FDC:2710819; USDA-REF-031AD55DEB; FDC:2709275,rice noodles->rice noodles (USDA-REF-2F62AB51B8; offline_reference_used_after_api_http_error_429); tofu-free vegetables->tofu free vegetables (USDA-REF-52F2C7C455; offline_reference_used_after_api_http_error_429); cucumber->cucumber (USDA-REF-868D099240; offline_reference_used_after_api_http_error_429); mint->mint (USDA-REF-16D0D8EDEA; offline_reference_used_after_api_http_error_429); parsley->parsley (USDA-REF-62021EC709; offline_reference_used_after_api_http_error_429); dill->dill (USDA-REF-AF2532AAF7; offline_reference_used_after_api_http_error_429); olive oil->olive oil (USDA-REF-6AA3C4572C; offline_reference_used_after_api_http_error_429); chia->chia (FDC:2710819; api_match); flax->flax (USDA-REF-031AD55DEB; offline_reference_used_after_api_http_error_429); blueberries->blueberries (FDC:2709275; api_match),,FDC:2710819; FDC:2709275,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FODMAP:rice=low,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,699.6,19.36,98.56,24.64,14.96,4.84,288.64,0.704,2.992,3.256,963.6,191.84,278.96,2.2,5199306460247a53
NUTRI-00019,Paneer rice curry - fresh recovery variant 19,Paneer rice curry,Lunch,curry,Indian,recovery (1.15x),paneer; rice; spinach; cumin; avocado,avocado,dairy,,,,low,low,51.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-D88DD27E98; USDA-REF-6939278D66; FDC:2709614; USDA-REF-14AE5485BA; USDA-REF-FDB7388828,paneer->paneer (USDA-REF-D88DD27E98; offline_reference_used_after_api_http_error_429); rice->rice (USDA-REF-6939278D66; offline_reference_used_after_api_http_error_429); spinach->spinach (FDC:2709614; api_match); cumin->cumin (USDA-REF-14AE5485BA; offline_reference_used_after_api_http_error_429); avocado->avocado (USDA-REF-FDB7388828; offline_reference_used_after_api_http_error_429),,FDC:2709614,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FDA allergen:milk/dairy; FODMAP:rice=low,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,920.0,37.95,82.8,49.45,12.65,4.945,609.5,1.61,0.805,4.485,1247.75,172.5,534.75,0.23,9c31363c07f6fb8d
NUTRI-00020,Tomato wheat pasta bowl - mineral hearty variant 20,Tomato wheat pasta bowl,Lunch,pasta,Italian,hearty (1.06x),wheat pasta; tomato sauce; parmesan; blueberries; spinach,"blueberry side, spinach",dairy; gluten,high fodmap; high gi; high sodium; reflux trigger,,,high,high,62.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-C0D60F7317; USDA-REF-D103C8B0A3; USDA-REF-ADE87B4522; FDC:2709275; FDC:2709614,wheat pasta->wheat pasta (USDA-REF-C0D60F7317; offline_reference_used_after_api_http_error_429); tomato sauce->tomato sauce (USDA-REF-D103C8B0A3; offline_reference_used_after_api_http_error_429); parmesan->parmesan (USDA-REF-ADE87B4522; offline_reference_used_after_api_http_error_429); blueberries->blueberries (FDC:2709275; api_match); spinach->spinach (FDC:2709614; api_match),,FDC:2709275; FDC:2709614,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,DASH:sodium meal cap; FDA allergen:milk/dairy; FDA allergen:wheat/gluten; FODMAP:wheat=high; GERD:tomato; GI:wheat pasta=medium/high,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,821.5,29.68,124.02,23.32,14.84,5.83,358.28,0.848,0.212,3.498,1086.5,167.48,855.42,0.212,e47b5d510293b150
NUTRI-00021,Garlic onion curry rice - fiber mineral focus variant 21,Garlic onion curry rice,Lunch,curry,Indian,mineral focus (1.09x),rice; garlic; onion; chickpeas; spices; nutritional yeast; shrimp; greek yogurt,"nutritional yeast, shrimp topping, greek yogurt scoop",dairy; shellfish,high fodmap; high sodium; reflux trigger,,,high,high,54.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-6939278D66; USDA-REF-2ADE5D5A47; USDA-REF-6AC8C09B23; USDA-REF-DB1D0A87E8; USDA-REF-1202A9FE39; USDA-REF-F1FD05F9B3; USDA-REF-28AB915BBC; FDC:2705441,rice->rice (USDA-REF-6939278D66; offline_reference_used_after_api_http_error_429); garlic->garlic (USDA-REF-2ADE5D5A47; offline_reference_used_after_api_http_error_429); onion->onion (USDA-REF-6AC8C09B23; offline_reference_used_after_api_http_error_429); chickpeas->chickpeas (USDA-REF-DB1D0A87E8; offline_reference_used_after_api_http_error_429); spices->spices (USDA-REF-1202A9FE39; offline_reference_used_after_api_http_error_429); nutritional yeast->nutritional yeast (USDA-REF-F1FD05F9B3; offline_reference_used_after_api_http_error_429); shrimp->shrimp (USDA-REF-28AB915BBC; offline_reference_used_after_api_http_error_429); greek yogurt->greek yogurt (FDC:2705441; api_match),,FDC:2705441,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,DASH:sodium meal cap; FDA allergen:milk/dairy; FDA allergen:shellfish; FODMAP:chickpeas=medium; FODMAP:garlic=high; FODMAP:onion=high; FODMAP:rice=low; GERD:spicy foods,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,953.75,65.4,111.18,23.98,20.71,7.957,430.55,4.36,0.654,7.412,1427.9,269.23,899.25,0.436,4f5569f0e4ef4bb8
NUTRI-00022,Cod potato herb plate - protein standard variant 22,Cod potato herb plate,Dinner,fish plate,Nordic,standard (0.90x),cod; potato; green beans; olive oil; fortified oat milk,fortified oat milk,,,,,low,low,54.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-83F677838F; USDA-REF-3E2E95F5AD; USDA-REF-E665F3672B; USDA-REF-6AA3C4572C; FDC:173904,cod->cod (USDA-REF-83F677838F; offline_reference_used_after_api_http_error_429); potato->potato (USDA-REF-3E2E95F5AD; offline_reference_used_after_api_http_error_429); green beans->green beans (USDA-REF-E665F3672B; offline_reference_used_after_api_http_error_429); olive oil->olive oil (USDA-REF-6AA3C4572C; offline_reference_used_after_api_http_error_429); fortified oat milk->fortified oat milk (FDC:173904; api_match),,FDC:173904,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FDA allergen:fish; GI:beans=low,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,675.0,43.2,73.8,21.6,9.0,3.24,360.0,4.14,9.45,2.25,1314.0,153.0,360.0,0.72,af605647769a1c1e
NUTRI-00023,Low sodium salmon sweet potato - clinic athlete variant 23,Low sodium salmon sweet potato,Dinner,fish plate,American,athlete (1.18x),salmon; sweet potato; kale; olive oil; chia; flax; blueberries,"chia flax mix, blueberry side",,,,,low,low,50.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-4FFCF321C7; USDA-REF-2BB35AD78C; USDA-REF-17BFAB9228; USDA-REF-6AA3C4572C; FDC:2710819; USDA-REF-031AD55DEB; FDC:2709275,salmon->salmon (USDA-REF-4FFCF321C7; offline_reference_used_after_api_http_error_429); sweet potato->sweet potato (USDA-REF-2BB35AD78C; offline_reference_used_after_api_http_error_429); kale->kale (USDA-REF-17BFAB9228; offline_reference_used_after_api_http_error_429); olive oil->olive oil (USDA-REF-6AA3C4572C; offline_reference_used_after_api_http_error_429); chia->chia (FDC:2710819; api_match); flax->flax (USDA-REF-031AD55DEB; offline_reference_used_after_api_http_error_429); blueberries->blueberries (FDC:2709275; api_match),,FDC:2710819; FDC:2709275,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FDA allergen:fish,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1014.8,55.46,97.94,44.84,23.6,6.254,398.84,6.136,15.34,4.484,1893.9,298.54,397.66,6.372,3673f9130b90d7a4
NUTRI-00024,Seared tuna quinoa salad - comfort clinic standard variant 24,Seared tuna quinoa salad,Dinner,fish salad,Mediterranean,clinic standard (0.94x),tuna; quinoa; spinach; cucumber; pumpkin seeds; nutritional yeast; parsley; dill; olive oil,"pumpkin seeds, nutritional yeast, low sodium herb sauce",,,,,low,low,43.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-B9149FD514; FDC:168917; FDC:2709614; USDA-REF-868D099240; USDA-REF-F42D2F8575; USDA-REF-F1FD05F9B3; USDA-REF-62021EC709; USDA-REF-AF2532AAF7; USDA-REF-6AA3C4572C,tuna->tuna (USDA-REF-B9149FD514; offline_reference_used_after_api_http_error_429); quinoa->quinoa (FDC:168917; api_match); spinach->spinach (FDC:2709614; api_match); cucumber->cucumber (USDA-REF-868D099240; offline_reference_used_after_api_http_error_429); pumpkin seeds->pumpkin seeds (USDA-REF-F42D2F8575; offline_reference_used_after_api_http_error_429); nutritional yeast->nutritional yeast (USDA-REF-F1FD05F9B3; offline_reference_used_after_api_http_error_429); parsley->parsley (USDA-REF-62021EC709; offline_reference_used_after_api_http_error_429); dill->dill (USDA-REF-AF2532AAF7; offline_reference_used_after_api_http_error_429); olive oil->olive oil (USDA-REF-6AA3C4572C; offline_reference_used_after_api_http_error_429),,FDC:168917; FDC:2709614,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FDA allergen:fish; FODMAP:quinoa=low; GI:quinoa=low/medium,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,831.9,55.46,60.16,39.48,11.28,6.392,183.3,7.896,5.452,5.17,1212.6,267.9,376.0,1.786,e27e5cb63a8e4d80
